Heartbeat,Hours_Worked,Weather,Location,Recommendation
97,5,Sunny,Urban,Public Interaction
67,10,Snowy,Urban,Public Interaction
87,7,Sunny,Suburban,Meditation
105,7,Cloudy,Urban,Public Interaction
62,8,Cloudy,Urban,Public Interaction
91,4,Snowy,Suburban,Meditation
94,4,Sunny,Rural,Meditation
82,11,Sunny,Suburban,Meditation
95,13,Sunny,Suburban,Reflection
86,11,Rainy,Urban,Public Interaction
83,6,Sunny,Suburban,Meditation
94,12,Cloudy,Urban,Public Interaction
90,10,Cloudy,Suburban,Meditation
62,12,Cloudy,Rural,Meditation
61,11,Sunny,Suburban,Meditation
79,4,Rainy,Urban,Public Interaction
78,6,Snowy,Urban,Public Interaction
61,5,Rainy,Suburban,Walk
54,13,Snowy,Urban,Public Interaction
54,4,Sunny,Rural,Meditation
84,6,Sunny,Suburban,Meditation
91,10,Rainy,Suburban,Walk
102,10,Sunny,Suburban,Meditation
98,4,Rainy,Rural,Walk
73,12,Sunny,Urban,Public Interaction
106,4,Sunny,Suburban,Meditation
56,5,Sunny,Rural,Meditation
50,8,Sunny,Rural,Meditation
105,6,Cloudy,Rural,Meditation
84,11,Sunny,Urban,Public Interaction
85,7,Sunny,Rural,Meditation
78,12,Cloudy,Rural,Meditation
56,7,Sunny,Urban,Public Interaction
72,4,Rainy,Suburban,Walk
93,5,Rainy,Urban,Public Interaction
75,6,Sunny,Suburban,Meditation
92,6,Sunny,Suburban,Meditation
56,9,Sunny,Rural,Meditation
53,8,Sunny,Suburban,Meditation
78,13,Rainy,Suburban,Walk
77,6,Cloudy,Suburban,Meditation
63,11,Sunny,Suburban,Meditation
105,9,Cloudy,Suburban,Meditation
55,6,Sunny,Urban,Public Interaction
94,12,Rainy,Rural,Walk
63,5,Rainy,Rural,Walk
76,13,Snowy,Rural,Meditation
70,8,Cloudy,Urban,Public Interaction
82,10,Sunny,Urban,Public Interaction
87,8,Rainy,Rural,Walk
59,12,Sunny,Urban,Public Interaction
83,9,Sunny,Urban,Public Interaction
108,5,Sunny,Suburban,Meditation
94,9,Snowy,Urban,Public Interaction
93,10,Sunny,Urban,Public Interaction
61,4,Rainy,Suburban,Walk
51,6,Cloudy,Rural,Meditation
103,4,Rainy,Urban,Public Interaction
59,10,Rainy,Urban,Public Interaction
93,9,Sunny,Suburban,Meditation
73,10,Sunny,Suburban,Meditation
96,6,Sunny,Urban,Public Interaction
91,12,Sunny,Suburban,Reflection
97,11,Sunny,Urban,Public Interaction
86,11,Sunny,Suburban,Meditation
104,12,Sunny,Suburban,Reflection
85,4,Sunny,Suburban,Meditation
69,9,Cloudy,Urban,Public Interaction
60,10,Sunny,Rural,Meditation
95,4,Sunny,Urban,Public Interaction
81,7,Rainy,Urban,Public Interaction
61,12,Rainy,Urban,Public Interaction
88,7,Sunny,Suburban,Meditation
93,11,Sunny,Rural,Reflection
67,4,Sunny,Suburban,Meditation
93,4,Rainy,Rural,Walk
53,12,Rainy,Urban,Public Interaction
61,5,Sunny,Urban,Public Interaction
77,12,Sunny,Rural,Meditation
101,7,Sunny,Rural,Meditation
55,12,Cloudy,Rural,Meditation
91,5,Sunny,Suburban,Meditation
51,13,Sunny,Rural,Meditation
91,13,Sunny,Urban,Public Interaction
62,7,Cloudy,Suburban,Meditation
98,13,Rainy,Urban,Public Interaction
106,9,Sunny,Suburban,Meditation
104,7,Cloudy,Rural,Meditation
59,9,Cloudy,Rural,Meditation
93,13,Sunny,Rural,Reflection
57,5,Snowy,Urban,Public Interaction
99,12,Sunny,Urban,Public Interaction
71,12,Sunny,Rural,Meditation
51,8,Sunny,Rural,Meditation
82,13,Sunny,Urban,Public Interaction
97,13,Sunny,Suburban,Reflection
89,9,Cloudy,Suburban,Meditation
60,6,Sunny,Suburban,Meditation
61,8,Rainy,Urban,Public Interaction
78,11,Rainy,Urban,Public Interaction
103,13,Snowy,Rural,Reflection
50,11,Rainy,Urban,Public Interaction
81,9,Sunny,Rural,Meditation
84,9,Snowy,Rural,Meditation
78,12,Sunny,Urban,Public Interaction
79,4,Cloudy,Rural,Meditation
53,10,Sunny,Rural,Meditation
58,4,Cloudy,Rural,Meditation
103,4,Snowy,Rural,Meditation
58,13,Rainy,Suburban,Walk
52,7,Cloudy,Suburban,Meditation
100,11,Cloudy,Suburban,Reflection
96,4,Snowy,Suburban,Meditation
105,9,Rainy,Rural,Walk
84,11,Sunny,Rural,Meditation
94,10,Sunny,Urban,Public Interaction
85,13,Cloudy,Rural,Meditation
100,6,Sunny,Rural,Meditation
90,11,Sunny,Urban,Public Interaction
58,8,Rainy,Suburban,Walk
93,11,Cloudy,Urban,Public Interaction
92,9,Sunny,Suburban,Meditation
67,11,Sunny,Rural,Meditation
104,8,Sunny,Rural,Meditation
62,4,Sunny,Suburban,Meditation
104,11,Sunny,Rural,Reflection
62,10,Sunny,Rural,Meditation
61,5,Cloudy,Rural,Meditation
84,5,Sunny,Rural,Meditation
75,8,Snowy,Urban,Public Interaction
109,12,Rainy,Suburban,Walk
80,5,Rainy,Rural,Walk
75,9,Rainy,Rural,Walk
59,8,Rainy,Suburban,Walk
58,11,Rainy,Urban,Public Interaction
50,6,Sunny,Rural,Meditation
65,5,Rainy,Suburban,Walk
89,10,Sunny,Suburban,Meditation
59,12,Sunny,Urban,Public Interaction
85,8,Cloudy,Rural,Meditation
77,4,Sunny,Rural,Meditation
52,10,Sunny,Suburban,Meditation
82,6,Cloudy,Rural,Meditation
99,4,Cloudy,Urban,Public Interaction
83,8,Cloudy,Urban,Public Interaction
57,5,Sunny,Urban,Public Interaction
51,10,Rainy,Urban,Public Interaction
71,12,Rainy,Urban,Public Interaction
77,12,Sunny,Urban,Public Interaction
61,8,Sunny,Urban,Public Interaction
52,6,Rainy,Suburban,Walk
77,13,Sunny,Suburban,Meditation
102,8,Rainy,Suburban,Walk
71,8,Sunny,Rural,Meditation
52,12,Snowy,Rural,Meditation
54,11,Snowy,Urban,Public Interaction
105,5,Cloudy,Rural,Meditation
104,13,Snowy,Suburban,Reflection
54,7,Snowy,Urban,Public Interaction
100,7,Snowy,Urban,Public Interaction
60,7,Rainy,Suburban,Walk
105,10,Sunny,Suburban,Meditation
109,8,Sunny,Urban,Public Interaction
76,13,Sunny,Rural,Meditation
83,8,Sunny,Rural,Meditation
81,7,Cloudy,Urban,Public Interaction
86,4,Sunny,Rural,Meditation
65,11,Sunny,Urban,Public Interaction
83,10,Cloudy,Rural,Meditation
76,4,Rainy,Suburban,Walk
62,13,Cloudy,Urban,Public Interaction
84,11,Sunny,Rural,Meditation
97,10,Cloudy,Urban,Public Interaction
84,4,Rainy,Urban,Public Interaction
92,8,Rainy,Suburban,Walk
81,9,Sunny,Rural,Meditation
75,13,Cloudy,Suburban,Meditation
85,11,Cloudy,Rural,Meditation
66,6,Cloudy,Suburban,Meditation
71,10,Sunny,Rural,Meditation
86,13,Rainy,Rural,Walk
96,9,Cloudy,Suburban,Meditation
96,12,Snowy,Suburban,Reflection
95,6,Rainy,Suburban,Walk
63,9,Sunny,Urban,Public Interaction
78,11,Snowy,Suburban,Meditation
88,13,Cloudy,Urban,Public Interaction
73,5,Sunny,Rural,Meditation
72,8,Sunny,Suburban,Meditation
71,10,Rainy,Suburban,Walk
92,10,Sunny,Urban,Public Interaction
109,5,Cloudy,Urban,Public Interaction
88,11,Sunny,Rural,Meditation
71,7,Sunny,Rural,Meditation
84,7,Sunny,Suburban,Meditation
90,8,Cloudy,Urban,Public Interaction
70,12,Sunny,Urban,Public Interaction
94,9,Sunny,Rural,Meditation
72,4,Sunny,Urban,Public Interaction
69,11,Rainy,Urban,Public Interaction
72,5,Snowy,Rural,Meditation
56,5,Cloudy,Urban,Public Interaction
96,9,Sunny,Rural,Meditation
96,12,Cloudy,Rural,Reflection
69,12,Cloudy,Urban,Public Interaction
91,10,Cloudy,Suburban,Meditation
54,13,Sunny,Rural,Meditation
92,7,Rainy,Urban,Public Interaction
99,11,Snowy,Urban,Public Interaction
100,5,Rainy,Rural,Walk
87,7,Sunny,Urban,Public Interaction
70,5,Cloudy,Rural,Meditation
93,11,Sunny,Urban,Public Interaction
79,9,Sunny,Urban,Public Interaction
62,4,Sunny,Rural,Meditation
66,12,Sunny,Urban,Public Interaction
73,4,Sunny,Urban,Public Interaction
57,9,Cloudy,Rural,Meditation
60,10,Sunny,Rural,Meditation
84,11,Rainy,Urban,Public Interaction
79,8,Snowy,Rural,Meditation
88,8,Sunny,Rural,Meditation
52,9,Sunny,Urban,Public Interaction
96,12,Sunny,Urban,Public Interaction
51,11,Rainy,Rural,Walk
54,6,Rainy,Urban,Public Interaction
87,12,Cloudy,Suburban,Meditation
56,5,Sunny,Urban,Public Interaction
99,5,Snowy,Rural,Meditation
76,10,Sunny,Urban,Public Interaction
82,5,Sunny,Suburban,Meditation
68,6,Sunny,Urban,Public Interaction
51,13,Sunny,Suburban,Meditation
71,10,Sunny,Suburban,Meditation
79,12,Rainy,Suburban,Walk
69,4,Snowy,Rural,Meditation
54,8,Cloudy,Urban,Public Interaction
101,10,Sunny,Rural,Meditation
94,12,Cloudy,Suburban,Reflection
74,9,Rainy,Suburban,Walk
52,10,Sunny,Urban,Public Interaction
50,6,Sunny,Urban,Public Interaction
93,12,Sunny,Rural,Reflection
59,4,Sunny,Suburban,Meditation
70,8,Sunny,Suburban,Meditation
87,10,Sunny,Rural,Meditation
54,13,Sunny,Urban,Public Interaction
109,9,Cloudy,Urban,Public Interaction
92,4,Sunny,Rural,Meditation
98,6,Cloudy,Rural,Meditation
95,12,Sunny,Urban,Public Interaction
67,8,Sunny,Urban,Public Interaction
82,8,Sunny,Suburban,Meditation
51,10,Sunny,Urban,Public Interaction
93,5,Rainy,Urban,Public Interaction
80,10,Snowy,Urban,Public Interaction
90,8,Sunny,Suburban,Meditation
100,6,Cloudy,Suburban,Meditation
67,10,Sunny,Rural,Meditation
60,5,Sunny,Rural,Meditation
81,7,Sunny,Rural,Meditation
79,7,Rainy,Rural,Walk
79,8,Rainy,Rural,Walk
77,9,Sunny,Urban,Public Interaction
103,11,Sunny,Suburban,Reflection
103,12,Sunny,Suburban,Reflection
56,8,Sunny,Urban,Public Interaction
62,9,Sunny,Urban,Public Interaction
83,11,Snowy,Rural,Meditation
87,7,Sunny,Urban,Public Interaction
107,10,Rainy,Rural,Walk
50,7,Sunny,Urban,Public Interaction
101,7,Cloudy,Suburban,Meditation
94,7,Sunny,Urban,Public Interaction
55,4,Sunny,Urban,Public Interaction
56,8,Sunny,Urban,Public Interaction
106,7,Sunny,Urban,Public Interaction
51,11,Rainy,Suburban,Walk
94,8,Rainy,Rural,Walk
90,13,Sunny,Rural,Meditation
51,7,Sunny,Rural,Meditation
61,5,Cloudy,Suburban,Meditation
78,10,Sunny,Suburban,Meditation
83,11,Sunny,Urban,Public Interaction
103,12,Snowy,Suburban,Reflection
56,5,Sunny,Urban,Public Interaction
81,5,Sunny,Suburban,Meditation
103,7,Sunny,Urban,Public Interaction
76,6,Sunny,Suburban,Meditation
81,6,Sunny,Urban,Public Interaction
96,7,Rainy,Rural,Walk
98,5,Sunny,Rural,Meditation
96,11,Cloudy,Rural,Reflection
96,6,Sunny,Rural,Meditation
76,11,Sunny,Urban,Public Interaction
84,12,Sunny,Rural,Meditation
107,13,Sunny,Urban,Public Interaction
51,5,Rainy,Suburban,Walk
57,11,Sunny,Rural,Meditation
92,11,Cloudy,Suburban,Reflection
101,10,Sunny,Urban,Public Interaction
100,11,Snowy,Suburban,Reflection
78,13,Snowy,Rural,Meditation
63,10,Sunny,Urban,Public Interaction
82,10,Snowy,Rural,Meditation
96,13,Sunny,Suburban,Reflection
98,4,Sunny,Suburban,Meditation
89,5,Sunny,Rural,Meditation
71,13,Snowy,Rural,Meditation
72,10,Cloudy,Rural,Meditation
102,12,Cloudy,Suburban,Reflection
92,6,Sunny,Urban,Public Interaction
80,10,Sunny,Rural,Meditation
69,8,Sunny,Suburban,Meditation
95,8,Rainy,Suburban,Walk
51,13,Sunny,Urban,Public Interaction
70,7,Cloudy,Rural,Meditation
53,6,Sunny,Suburban,Meditation
91,6,Sunny,Urban,Public Interaction
94,4,Cloudy,Urban,Public Interaction
66,6,Cloudy,Suburban,Meditation
89,10,Sunny,Rural,Meditation
53,8,Cloudy,Rural,Meditation
75,10,Sunny,Rural,Meditation
95,11,Sunny,Rural,Reflection
92,6,Snowy,Suburban,Meditation
53,9,Snowy,Urban,Public Interaction
99,4,Sunny,Urban,Public Interaction
86,4,Sunny,Rural,Meditation
57,4,Sunny,Urban,Public Interaction
81,11,Cloudy,Urban,Public Interaction
84,12,Sunny,Urban,Public Interaction
105,11,Rainy,Rural,Walk
72,6,Snowy,Suburban,Meditation
74,11,Sunny,Rural,Meditation
59,6,Cloudy,Suburban,Meditation
73,11,Sunny,Urban,Public Interaction
104,12,Snowy,Urban,Public Interaction
97,9,Cloudy,Rural,Meditation
103,10,Rainy,Urban,Public Interaction
101,4,Sunny,Suburban,Meditation
58,9,Rainy,Rural,Walk
57,13,Snowy,Urban,Public Interaction
84,9,Sunny,Rural,Meditation
53,12,Cloudy,Urban,Public Interaction
74,6,Sunny,Suburban,Meditation
87,12,Rainy,Urban,Public Interaction
66,7,Rainy,Urban,Public Interaction
69,4,Sunny,Urban,Public Interaction
77,5,Rainy,Suburban,Walk
107,11,Cloudy,Suburban,Reflection
54,12,Sunny,Suburban,Meditation
74,4,Sunny,Rural,Meditation
63,8,Rainy,Urban,Public Interaction
80,7,Sunny,Suburban,Meditation
109,6,Cloudy,Rural,Meditation
88,13,Sunny,Suburban,Meditation
95,12,Cloudy,Urban,Public Interaction
89,7,Rainy,Suburban,Walk
74,13,Sunny,Rural,Meditation
53,9,Sunny,Rural,Meditation
81,5,Rainy,Rural,Walk
107,5,Snowy,Urban,Public Interaction
105,7,Cloudy,Suburban,Meditation
103,6,Sunny,Urban,Public Interaction
75,4,Snowy,Suburban,Meditation
70,6,Rainy,Rural,Walk
108,10,Cloudy,Suburban,Meditation
74,12,Sunny,Urban,Public Interaction
78,7,Sunny,Rural,Meditation
67,11,Sunny,Suburban,Meditation
70,5,Rainy,Rural,Walk
106,12,Sunny,Suburban,Reflection
77,6,Sunny,Urban,Public Interaction
59,7,Sunny,Rural,Meditation
72,9,Sunny,Rural,Meditation
109,7,Sunny,Urban,Public Interaction
106,13,Sunny,Urban,Public Interaction
55,11,Sunny,Urban,Public Interaction
77,7,Sunny,Rural,Meditation
78,4,Cloudy,Suburban,Meditation
80,12,Rainy,Suburban,Walk
84,8,Sunny,Urban,Public Interaction
51,9,Rainy,Rural,Walk
69,11,Cloudy,Rural,Meditation
71,10,Cloudy,Urban,Public Interaction
51,4,Rainy,Rural,Walk
53,5,Sunny,Suburban,Meditation
85,10,Cloudy,Rural,Meditation
52,9,Sunny,Rural,Meditation
64,7,Snowy,Rural,Meditation
103,5,Rainy,Rural,Walk
91,12,Rainy,Rural,Walk
97,4,Sunny,Urban,Public Interaction
96,8,Rainy,Rural,Walk
88,10,Sunny,Suburban,Meditation
95,11,Sunny,Suburban,Reflection
89,8,Cloudy,Urban,Public Interaction
103,4,Cloudy,Urban,Public Interaction
59,9,Rainy,Rural,Walk
74,9,Sunny,Urban,Public Interaction
59,12,Cloudy,Rural,Meditation
107,9,Rainy,Urban,Public Interaction
103,10,Snowy,Urban,Public Interaction
66,11,Sunny,Rural,Meditation
102,10,Sunny,Rural,Meditation
84,7,Cloudy,Rural,Meditation
72,4,Sunny,Urban,Public Interaction
93,5,Sunny,Suburban,Meditation
70,4,Snowy,Suburban,Meditation
77,12,Sunny,Urban,Public Interaction
103,4,Sunny,Suburban,Meditation
56,12,Rainy,Rural,Walk
89,5,Rainy,Suburban,Walk
78,4,Cloudy,Urban,Public Interaction
82,6,Sunny,Rural,Meditation
103,5,Sunny,Rural,Meditation
102,8,Sunny,Suburban,Meditation
83,7,Sunny,Suburban,Meditation
88,8,Sunny,Urban,Public Interaction
93,4,Snowy,Suburban,Meditation
89,6,Sunny,Rural,Meditation
50,11,Cloudy,Suburban,Meditation
92,12,Snowy,Urban,Public Interaction
82,10,Cloudy,Suburban,Meditation
60,7,Snowy,Suburban,Meditation
68,6,Sunny,Urban,Public Interaction
69,4,Sunny,Rural,Meditation
77,11,Snowy,Suburban,Meditation
73,7,Cloudy,Suburban,Meditation
79,11,Cloudy,Rural,Meditation
91,7,Sunny,Urban,Public Interaction
72,13,Sunny,Suburban,Meditation
73,10,Sunny,Suburban,Meditation
69,8,Sunny,Suburban,Meditation
87,9,Sunny,Rural,Meditation
63,4,Rainy,Suburban,Walk
87,11,Cloudy,Suburban,Meditation
89,10,Cloudy,Rural,Meditation
76,12,Sunny,Urban,Public Interaction
60,11,Cloudy,Suburban,Meditation
70,5,Sunny,Rural,Meditation
53,13,Rainy,Urban,Public Interaction
66,12,Cloudy,Suburban,Meditation
54,7,Sunny,Rural,Meditation
100,8,Sunny,Rural,Meditation
83,12,Snowy,Urban,Public Interaction
82,4,Cloudy,Urban,Public Interaction
85,9,Cloudy,Urban,Public Interaction
92,10,Snowy,Suburban,Meditation
100,12,Sunny,Rural,Reflection
52,4,Cloudy,Rural,Meditation
65,11,Snowy,Urban,Public Interaction
52,9,Sunny,Suburban,Meditation
84,4,Cloudy,Suburban,Meditation
107,4,Snowy,Urban,Public Interaction
76,7,Cloudy,Rural,Meditation
68,13,Sunny,Suburban,Meditation
81,6,Sunny,Rural,Meditation
77,10,Sunny,Urban,Public Interaction
97,13,Sunny,Rural,Reflection
86,9,Sunny,Rural,Meditation
72,4,Snowy,Rural,Meditation
92,12,Rainy,Urban,Public Interaction
79,5,Rainy,Urban,Public Interaction
67,5,Sunny,Rural,Meditation
50,12,Snowy,Suburban,Meditation
57,11,Snowy,Suburban,Meditation
66,8,Sunny,Suburban,Meditation
55,11,Sunny,Suburban,Meditation
100,9,Cloudy,Suburban,Meditation
51,5,Sunny,Urban,Public Interaction
73,8,Sunny,Urban,Public Interaction
106,13,Rainy,Rural,Walk
101,12,Sunny,Suburban,Reflection
89,13,Rainy,Rural,Walk
101,7,Snowy,Suburban,Meditation
95,9,Sunny,Rural,Meditation
108,13,Rainy,Suburban,Walk
77,11,Cloudy,Suburban,Meditation
81,12,Snowy,Suburban,Meditation
64,10,Sunny,Rural,Meditation
100,4,Cloudy,Rural,Meditation
54,9,Sunny,Urban,Public Interaction
54,7,Sunny,Urban,Public Interaction
64,7,Rainy,Urban,Public Interaction
97,9,Sunny,Urban,Public Interaction
69,10,Snowy,Suburban,Meditation
75,6,Sunny,Urban,Public Interaction
83,7,Cloudy,Urban,Public Interaction
95,7,Cloudy,Rural,Meditation
92,12,Rainy,Suburban,Walk
101,12,Sunny,Rural,Reflection
50,7,Rainy,Urban,Public Interaction
55,13,Sunny,Suburban,Meditation
59,12,Rainy,Suburban,Walk
100,6,Sunny,Rural,Meditation
92,6,Sunny,Suburban,Meditation
68,11,Rainy,Suburban,Walk
109,6,Cloudy,Rural,Meditation
86,12,Cloudy,Urban,Public Interaction
78,11,Sunny,Rural,Meditation
109,9,Sunny,Urban,Public Interaction
82,8,Sunny,Suburban,Meditation
53,7,Snowy,Urban,Public Interaction
104,5,Sunny,Suburban,Meditation
64,11,Cloudy,Rural,Meditation
63,6,Snowy,Rural,Meditation
92,11,Cloudy,Urban,Public Interaction
50,4,Cloudy,Rural,Meditation
66,10,Sunny,Rural,Meditation
104,10,Sunny,Rural,Meditation
72,4,Rainy,Urban,Public Interaction
97,7,Rainy,Rural,Walk
79,8,Cloudy,Rural,Meditation
91,13,Rainy,Rural,Walk
67,11,Cloudy,Urban,Public Interaction
109,7,Sunny,Urban,Public Interaction
97,5,Snowy,Rural,Meditation
103,9,Sunny,Rural,Meditation
71,10,Sunny,Rural,Meditation
68,4,Sunny,Rural,Meditation
95,9,Sunny,Suburban,Meditation
94,4,Sunny,Suburban,Meditation
61,9,Cloudy,Suburban,Meditation
52,6,Cloudy,Suburban,Meditation
65,11,Cloudy,Suburban,Meditation
85,7,Cloudy,Rural,Meditation
78,9,Rainy,Urban,Public Interaction
102,10,Sunny,Suburban,Meditation
107,10,Sunny,Rural,Meditation
60,6,Rainy,Suburban,Walk
105,9,Sunny,Rural,Meditation
76,5,Cloudy,Urban,Public Interaction
69,4,Snowy,Rural,Meditation
54,11,Rainy,Urban,Public Interaction
67,7,Cloudy,Urban,Public Interaction
63,6,Cloudy,Rural,Meditation
94,6,Sunny,Suburban,Meditation
107,10,Rainy,Suburban,Walk
61,6,Sunny,Rural,Meditation
72,12,Sunny,Suburban,Meditation
74,13,Sunny,Suburban,Meditation
75,4,Rainy,Rural,Walk
81,13,Sunny,Suburban,Meditation
51,8,Sunny,Suburban,Meditation
78,13,Sunny,Urban,Public Interaction
63,9,Sunny,Urban,Public Interaction
80,7,Cloudy,Suburban,Meditation
106,12,Sunny,Suburban,Reflection
106,7,Sunny,Urban,Public Interaction
54,7,Sunny,Urban,Public Interaction
92,7,Cloudy,Suburban,Meditation
102,7,Rainy,Urban,Public Interaction
64,8,Sunny,Suburban,Meditation
71,7,Rainy,Rural,Walk
103,6,Rainy,Suburban,Walk
84,8,Rainy,Suburban,Walk
75,8,Rainy,Rural,Walk
85,4,Rainy,Suburban,Walk
108,6,Sunny,Suburban,Meditation
75,12,Cloudy,Suburban,Meditation
86,9,Sunny,Suburban,Meditation
69,5,Sunny,Suburban,Meditation
54,13,Sunny,Suburban,Meditation
88,10,Sunny,Suburban,Meditation
83,9,Sunny,Suburban,Meditation
109,9,Sunny,Rural,Meditation
85,5,Rainy,Rural,Walk
63,10,Sunny,Rural,Meditation
87,10,Sunny,Rural,Meditation
99,12,Sunny,Suburban,Reflection
95,8,Snowy,Suburban,Meditation
104,6,Cloudy,Rural,Meditation
87,11,Sunny,Rural,Meditation
86,12,Sunny,Suburban,Meditation
72,10,Sunny,Rural,Meditation
68,13,Rainy,Urban,Public Interaction
94,10,Sunny,Suburban,Meditation
50,5,Sunny,Suburban,Meditation
83,5,Rainy,Suburban,Walk
106,12,Sunny,Urban,Public Interaction
62,10,Cloudy,Suburban,Meditation
63,13,Sunny,Urban,Public Interaction
52,4,Snowy,Suburban,Meditation
108,11,Rainy,Rural,Walk
61,12,Rainy,Suburban,Walk
57,4,Sunny,Urban,Public Interaction
50,6,Snowy,Urban,Public Interaction
72,7,Sunny,Urban,Public Interaction
86,9,Sunny,Urban,Public Interaction
78,6,Sunny,Urban,Public Interaction
103,9,Snowy,Rural,Meditation
96,8,Rainy,Urban,Public Interaction
95,7,Sunny,Rural,Meditation
94,12,Sunny,Suburban,Reflection
108,8,Cloudy,Urban,Public Interaction
82,13,Sunny,Suburban,Meditation
58,7,Sunny,Urban,Public Interaction
78,7,Sunny,Rural,Meditation
99,9,Sunny,Rural,Meditation
54,9,Snowy,Rural,Meditation
62,6,Cloudy,Urban,Public Interaction
107,6,Sunny,Urban,Public Interaction
85,11,Cloudy,Suburban,Meditation
69,5,Snowy,Urban,Public Interaction
104,12,Rainy,Rural,Walk
100,12,Sunny,Suburban,Reflection
51,13,Sunny,Urban,Public Interaction
91,11,Sunny,Urban,Public Interaction
78,11,Sunny,Urban,Public Interaction
55,6,Sunny,Urban,Public Interaction
74,11,Sunny,Urban,Public Interaction
84,5,Snowy,Suburban,Meditation
83,6,Rainy,Urban,Public Interaction
76,4,Sunny,Rural,Meditation
56,9,Sunny,Urban,Public Interaction
52,8,Sunny,Suburban,Meditation
106,4,Sunny,Rural,Meditation
104,10,Sunny,Suburban,Meditation
56,12,Sunny,Suburban,Meditation
93,12,Rainy,Urban,Public Interaction
82,7,Cloudy,Urban,Public Interaction
64,12,Sunny,Suburban,Meditation
61,12,Sunny,Urban,Public Interaction
89,6,Rainy,Suburban,Walk
67,10,Sunny,Rural,Meditation
77,7,Snowy,Suburban,Meditation
78,7,Sunny,Suburban,Meditation
62,4,Sunny,Suburban,Meditation
94,10,Cloudy,Rural,Meditation
63,10,Sunny,Urban,Public Interaction
86,8,Sunny,Suburban,Meditation
89,7,Sunny,Urban,Public Interaction
54,12,Snowy,Urban,Public Interaction
90,4,Sunny,Suburban,Meditation
102,9,Cloudy,Rural,Meditation
106,6,Sunny,Suburban,Meditation
69,12,Rainy,Rural,Walk
62,13,Sunny,Rural,Meditation
77,9,Cloudy,Suburban,Meditation
105,8,Sunny,Rural,Meditation
53,10,Sunny,Rural,Meditation
71,12,Sunny,Rural,Meditation
101,5,Cloudy,Rural,Meditation
99,12,Cloudy,Rural,Reflection
84,5,Rainy,Rural,Walk
76,10,Cloudy,Suburban,Meditation
82,10,Sunny,Urban,Public Interaction
79,4,Snowy,Urban,Public Interaction
55,7,Snowy,Urban,Public Interaction
76,11,Cloudy,Rural,Meditation
54,7,Sunny,Suburban,Meditation
71,8,Cloudy,Suburban,Meditation
88,13,Sunny,Rural,Meditation
62,10,Cloudy,Urban,Public Interaction
83,5,Sunny,Suburban,Meditation
80,11,Sunny,Urban,Public Interaction
83,13,Cloudy,Rural,Meditation
62,10,Rainy,Suburban,Walk
84,6,Sunny,Urban,Public Interaction
63,10,Sunny,Suburban,Meditation
69,8,Sunny,Urban,Public Interaction
57,4,Sunny,Rural,Meditation
98,12,Sunny,Rural,Reflection
55,13,Sunny,Urban,Public Interaction
99,13,Cloudy,Suburban,Reflection
63,6,Sunny,Rural,Meditation
55,5,Cloudy,Urban,Public Interaction
63,13,Rainy,Urban,Public Interaction
74,12,Rainy,Urban,Public Interaction
86,5,Cloudy,Suburban,Meditation
90,12,Sunny,Urban,Public Interaction
92,8,Rainy,Suburban,Walk
104,4,Sunny,Suburban,Meditation
96,13,Cloudy,Suburban,Reflection
58,9,Sunny,Urban,Public Interaction
87,7,Sunny,Rural,Meditation
75,5,Sunny,Suburban,Meditation
55,10,Sunny,Suburban,Meditation
97,7,Sunny,Rural,Meditation
82,12,Sunny,Urban,Public Interaction
62,7,Sunny,Rural,Meditation
109,11,Snowy,Rural,Reflection
107,13,Sunny,Urban,Public Interaction
82,9,Sunny,Rural,Meditation
